epoch,acc,loss,lr,val_acc,val_loss
0,0.13930432498455048,2.2597641944885254,1e-06,0.17765814065933228,1.9533970355987549
1,0.15056292712688446,2.1256253719329834,1e-06,0.13593539595603943,1.9465097188949585
2,0.15644429624080658,2.0726027488708496,1e-06,0.15208613872528076,1.938330054283142
3,0.15963703393936157,2.055262327194214,1e-06,0.18438762426376343,1.932308316230774
4,0.1648462414741516,2.0269408226013184,1e-06,0.17900404334068298,1.929134488105774
5,0.15930095314979553,2.02659273147583,1e-06,0.1803499311208725,1.9246413707733154
6,0.1566123366355896,2.007512092590332,1e-06,0.17362046241760254,1.921837329864502
7,0.1606452763080597,2.0112695693969727,1e-06,0.20861372351646423,1.9141085147857666
8,0.17240799963474274,1.9853835105895996,1e-06,0.19784656167030334,1.9127917289733887
9,0.16686271131038666,1.9836081266403198,1e-06,0.2166890949010849,1.9029436111450195
10,0.17257604002952576,1.9809401035308838,1e-06,0.21534320712089539,1.9009393453598022
11,0.18249033391475677,1.970470905303955,1e-06,0.21534320712089539,1.8924044370651245
12,0.18400268256664276,1.9568442106246948,1e-06,0.22207267582416534,1.8875072002410889
13,0.1981179565191269,1.9461309909820557,1e-06,0.23553162813186646,1.877015233039856
14,0.20282305777072906,1.9377000331878662,1e-06,0.2395693063735962,1.8675916194915771
15,0.2103848159313202,1.9110276699066162,1e-06,0.23822341859340668,1.8574821949005127
16,0.21878676116466522,1.9029502868652344,1e-06,0.2637954354286194,1.8369855880737305
17,0.23038144409656525,1.888572096824646,1e-06,0.2637954354286194,1.8309290409088135
18,0.22937321662902832,1.886841058731079,1e-06,0.28398385643959045,1.8182047605514526
19,0.24264828860759735,1.8601537942886353,1e-06,0.28532975912094116,1.805621862411499
20,0.2633170783519745,1.8330589532852173,1e-06,0.3041722774505615,1.7841202020645142
21,0.2658376693725586,1.8227641582489014,1e-06,0.3109017610549927,1.7621489763259888
22,0.2821374535560608,1.7907899618148804,1e-06,0.3337819576263428,1.7241177558898926
23,0.28835490345954895,1.7777677774429321,1e-06,0.3512786030769348,1.7021788358688354
24,0.3034784197807312,1.753744125366211,1e-06,0.3741588294506073,1.676547884941101
25,0.31944212317466736,1.716145396232605,1e-06,0.3876177668571472,1.6478041410446167
26,0.3402789533138275,1.6863285303115845,1e-06,0.3970390260219574,1.6040613651275635
27,0.3564106822013855,1.652862787246704,1e-06,0.39165544509887695,1.5830934047698975
28,0.36750125885009766,1.6155756711959839,1e-06,0.4253028333187103,1.5240848064422607
29,0.3819526135921478,1.5888257026672363,1e-06,0.42664873600006104,1.4947171211242676
30,0.3940514326095581,1.55320143699646,1e-06,0.4441453516483307,1.4691410064697266
31,0.41724079847335815,1.5096828937530518,1e-06,0.45356661081314087,1.4170607328414917
32,0.43438076972961426,1.4802120923995972,1e-06,0.46164199709892273,1.4074311256408691
33,0.4463115334510803,1.4516574144363403,1e-06,0.48586809635162354,1.3666801452636719
